,Gene,condition,copy_number,dataset,growth_rate,type
30398,rcnB,pH6 glucose,783.0,Schmidt,0.63,non-ribosomal
30399,rcnB,Xylose,441.0,Schmidt,0.55,non-ribosomal
30400,rcnB,Mannose,369.0,Schmidt,0.47,non-ribosomal
30401,rcnB,Galactose,391.0,Schmidt,0.26,non-ribosomal
30402,rcnB,Succinate,393.0,Schmidt,0.44,non-ribosomal
30403,rcnB,Fructose,470.0,Schmidt,0.65,non-ribosomal
30404,rcnR,Glucose,494.0,Schmidt,0.58,non-ribosomal
30405,rcnR,LB,127.0,Schmidt,1.9,non-ribosomal
30406,rcnR,Glycerol + AA,332.0,Schmidt,1.27,non-ribosomal
30407,rcnR,Acetate,336.0,Schmidt,0.3,non-ribosomal
30408,rcnR,Fumarate,401.0,Schmidt,0.42,non-ribosomal
30409,rcnR,Glucosamine,395.0,Schmidt,0.46,non-ribosomal
30410,rcnR,Glycerol,393.0,Schmidt,0.47,non-ribosomal
30411,rcnR,Pyruvate,435.0,Schmidt,0.4,non-ribosomal
30412,rcnR,Chemostat µ=0.5,259.0,Schmidt,0.5,non-ribosomal
30413,rcnR,Chemostat µ=0.35,262.0,Schmidt,0.35,non-ribosomal
30414,rcnR,Chemostat µ=0.20,257.0,Schmidt,0.2,non-ribosomal
30415,rcnR,Chemostat µ=0.12,241.0,Schmidt,0.12,non-ribosomal
30416,rcnR,stationary_1day,336.0,Schmidt,-0.01,non-ribosomal
30417,rcnR,stationary_3day,420.0,Schmidt,-0.01,non-ribosomal
30418,rcnR,Osmotic-stress glucose,558.0,Schmidt,0.55,non-ribosomal
30419,rcnR,42°C glucose,482.0,Schmidt,0.66,non-ribosomal
30420,rcnR,pH6 glucose,476.0,Schmidt,0.63,non-ribosomal
30421,rcnR,Xylose,337.0,Schmidt,0.55,non-ribosomal
30422,rcnR,Mannose,290.0,Schmidt,0.47,non-ribosomal
30423,rcnR,Galactose,282.0,Schmidt,0.26,non-ribosomal
30424,rcnR,Succinate,291.0,Schmidt,0.44,non-ribosomal
30425,rcnR,Fructose,224.0,Schmidt,0.65,non-ribosomal
30426,rcsB,Glucose,2769.0,Schmidt,0.58,non-ribosomal
30427,rcsB,LB,3818.0,Schmidt,1.9,non-ribosomal
30428,rcsB,Glycerol + AA,3064.0,Schmidt,1.27,non-ribosomal
30429,rcsB,Acetate,1535.0,Schmidt,0.3,non-ribosomal
30430,rcsB,Fumarate,1774.0,Schmidt,0.42,non-ribosomal
30431,rcsB,Glucosamine,1827.0,Schmidt,0.46,non-ribosomal
30432,rcsB,Glycerol,2085.0,Schmidt,0.47,non-ribosomal
30433,rcsB,Pyruvate,1899.0,Schmidt,0.4,non-ribosomal
30434,rcsB,Chemostat µ=0.5,1883.0,Schmidt,0.5,non-ribosomal
30435,rcsB,Chemostat µ=0.35,1557.0,Schmidt,0.35,non-ribosomal
30436,rcsB,Chemostat µ=0.20,1299.0,Schmidt,0.2,non-ribosomal
30437,rcsB,Chemostat µ=0.12,1259.0,Schmidt,0.12,non-ribosomal
30438,rcsB,stationary_1day,626.0,Schmidt,-0.01,non-ribosomal
30439,rcsB,stationary_3day,747.0,Schmidt,-0.01,non-ribosomal
30440,rcsB,Osmotic-stress glucose,1400.0,Schmidt,0.55,non-ribosomal
30441,rcsB,42°C glucose,2014.0,Schmidt,0.66,non-ribosomal
30442,rcsB,pH6 glucose,2077.0,Schmidt,0.63,non-ribosomal
30443,rcsB,Xylose,2243.0,Schmidt,0.55,non-ribosomal
30444,rcsB,Mannose,2052.0,Schmidt,0.47,non-ribosomal
30445,rcsB,Galactose,1702.0,Schmidt,0.26,non-ribosomal
30446,rcsB,Succinate,2056.0,Schmidt,0.44,non-ribosomal
30447,rcsB,Fructose,3021.0,Schmidt,0.65,non-ribosomal
30448,rcsC,Glucose,1.0,Schmidt,0.58,non-ribosomal
30449,rcsC,LB,3.0,Schmidt,1.9,non-ribosomal
30450,rcsC,Glycerol + AA,1.0,Schmidt,1.27,non-ribosomal
30451,rcsC,Acetate,0.0,Schmidt,0.3,non-ribosomal
30452,rcsC,Fumarate,0.0,Schmidt,0.42,non-ribosomal
30453,rcsC,Glucosamine,2.0,Schmidt,0.46,non-ribosomal
30454,rcsC,Glycerol,1.0,Schmidt,0.47,non-ribosomal
30455,rcsC,Pyruvate,2.0,Schmidt,0.4,non-ribosomal
30456,rcsC,Chemostat µ=0.5,2.0,Schmidt,0.5,non-ribosomal
30457,rcsC,Chemostat µ=0.35,1.0,Schmidt,0.35,non-ribosomal
30458,rcsC,Chemostat µ=0.20,2.0,Schmidt,0.2,non-ribosomal
30459,rcsC,Chemostat µ=0.12,1.0,Schmidt,0.12,non-ribosomal
30460,rcsC,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
30461,rcsC,stationary_3day,0.0,Schmidt,-0.01,non-ribosomal
30462,rcsC,Osmotic-stress glucose,0.0,Schmidt,0.55,non-ribosomal
30463,rcsC,42°C glucose,0.0,Schmidt,0.66,non-ribosomal
30464,rcsC,pH6 glucose,0.0,Schmidt,0.63,non-ribosomal
30465,rcsC,Xylose,0.0,Schmidt,0.55,non-ribosomal
30466,rcsC,Mannose,0.0,Schmidt,0.47,non-ribosomal
30467,rcsC,Galactose,0.0,Schmidt,0.26,non-ribosomal
30468,rcsC,Succinate,0.0,Schmidt,0.44,non-ribosomal
30469,rcsC,Fructose,0.0,Schmidt,0.65,non-ribosomal
30470,rcsD,Glucose,33.0,Schmidt,0.58,non-ribosomal
30471,rcsD,LB,34.0,Schmidt,1.9,non-ribosomal
30472,rcsD,Glycerol + AA,41.0,Schmidt,1.27,non-ribosomal
30473,rcsD,Acetate,32.0,Schmidt,0.3,non-ribosomal
30474,rcsD,Fumarate,39.0,Schmidt,0.42,non-ribosomal
30475,rcsD,Glucosamine,47.0,Schmidt,0.46,non-ribosomal
30476,rcsD,Glycerol,36.0,Schmidt,0.47,non-ribosomal
30477,rcsD,Pyruvate,39.0,Schmidt,0.4,non-ribosomal
30478,rcsD,Chemostat µ=0.5,56.0,Schmidt,0.5,non-ribosomal
30479,rcsD,Chemostat µ=0.35,46.0,Schmidt,0.35,non-ribosomal
30480,rcsD,Chemostat µ=0.20,41.0,Schmidt,0.2,non-ribosomal
30481,rcsD,Chemostat µ=0.12,36.0,Schmidt,0.12,non-ribosomal
30482,rcsD,stationary_1day,35.0,Schmidt,-0.01,non-ribosomal
30483,rcsD,stationary_3day,38.0,Schmidt,-0.01,non-ribosomal
30484,rcsD,Osmotic-stress glucose,46.0,Schmidt,0.55,non-ribosomal
30485,rcsD,42°C glucose,91.0,Schmidt,0.66,non-ribosomal
30486,rcsD,pH6 glucose,64.0,Schmidt,0.63,non-ribosomal
30487,rcsD,Xylose,54.0,Schmidt,0.55,non-ribosomal
30488,rcsD,Mannose,38.0,Schmidt,0.47,non-ribosomal
30489,rcsD,Galactose,40.0,Schmidt,0.26,non-ribosomal
30490,rcsD,Succinate,36.0,Schmidt,0.44,non-ribosomal
30491,rcsD,Fructose,53.0,Schmidt,0.65,non-ribosomal
30492,rcsF,Glucose,779.0,Schmidt,0.58,non-ribosomal
30493,rcsF,LB,910.0,Schmidt,1.9,non-ribosomal
30494,rcsF,Glycerol + AA,777.0,Schmidt,1.27,non-ribosomal
30495,rcsF,Acetate,471.0,Schmidt,0.3,non-ribosomal
30496,rcsF,Fumarate,545.0,Schmidt,0.42,non-ribosomal
30497,rcsF,Glucosamine,679.0,Schmidt,0.46,non-ribosomal
30498,rcsF,Glycerol,603.0,Schmidt,0.47,non-ribosomal
30499,rcsF,Pyruvate,752.0,Schmidt,0.4,non-ribosomal
30500,rcsF,Chemostat µ=0.5,654.0,Schmidt,0.5,non-ribosomal
30501,rcsF,Chemostat µ=0.35,605.0,Schmidt,0.35,non-ribosomal
30502,rcsF,Chemostat µ=0.20,532.0,Schmidt,0.2,non-ribosomal
30503,rcsF,Chemostat µ=0.12,477.0,Schmidt,0.12,non-ribosomal
30504,rcsF,stationary_1day,832.0,Schmidt,-0.01,non-ribosomal
30505,rcsF,stationary_3day,867.0,Schmidt,-0.01,non-ribosomal
30506,rcsF,Osmotic-stress glucose,1177.0,Schmidt,0.55,non-ribosomal
30507,rcsF,42°C glucose,1907.0,Schmidt,0.66,non-ribosomal
30508,rcsF,pH6 glucose,1101.0,Schmidt,0.63,non-ribosomal
30509,rcsF,Xylose,794.0,Schmidt,0.55,non-ribosomal
30510,rcsF,Mannose,633.0,Schmidt,0.47,non-ribosomal
30511,rcsF,Galactose,487.0,Schmidt,0.26,non-ribosomal
30512,rcsF,Succinate,570.0,Schmidt,0.44,non-ribosomal
30513,rcsF,Fructose,653.0,Schmidt,0.65,non-ribosomal
30514,rdgB,Glucose,677.0,Schmidt,0.58,non-ribosomal
30515,rdgB,LB,1064.0,Schmidt,1.9,non-ribosomal
30516,rdgB,Glycerol + AA,851.0,Schmidt,1.27,non-ribosomal
30517,rdgB,Acetate,321.0,Schmidt,0.3,non-ribosomal
30518,rdgB,Fumarate,407.0,Schmidt,0.42,non-ribosomal
30519,rdgB,Glucosamine,472.0,Schmidt,0.46,non-ribosomal
30520,rdgB,Glycerol,471.0,Schmidt,0.47,non-ribosomal
30521,rdgB,Pyruvate,456.0,Schmidt,0.4,non-ribosomal
30522,rdgB,Chemostat µ=0.5,387.0,Schmidt,0.5,non-ribosomal
30523,rdgB,Chemostat µ=0.35,292.0,Schmidt,0.35,non-ribosomal
30524,rdgB,Chemostat µ=0.20,256.0,Schmidt,0.2,non-ribosomal
30525,rdgB,Chemostat µ=0.12,204.0,Schmidt,0.12,non-ribosomal
30526,rdgB,stationary_1day,129.0,Schmidt,-0.01,non-ribosomal
30527,rdgB,stationary_3day,143.0,Schmidt,-0.01,non-ribosomal
30528,rdgB,Osmotic-stress glucose,424.0,Schmidt,0.55,non-ribosomal
30529,rdgB,42°C glucose,307.0,Schmidt,0.66,non-ribosomal
30530,rdgB,pH6 glucose,307.0,Schmidt,0.63,non-ribosomal
30531,rdgB,Xylose,376.0,Schmidt,0.55,non-ribosomal
30532,rdgB,Mannose,481.0,Schmidt,0.47,non-ribosomal
30533,rdgB,Galactose,275.0,Schmidt,0.26,non-ribosomal
30534,rdgB,Succinate,444.0,Schmidt,0.44,non-ribosomal
30535,rdgB,Fructose,467.0,Schmidt,0.65,non-ribosomal
30536,rdgC,Glucose,561.0,Schmidt,0.58,non-ribosomal
30537,rdgC,LB,739.0,Schmidt,1.9,non-ribosomal
30538,rdgC,Glycerol + AA,588.0,Schmidt,1.27,non-ribosomal
30539,rdgC,Acetate,280.0,Schmidt,0.3,non-ribosomal
30540,rdgC,Fumarate,400.0,Schmidt,0.42,non-ribosomal
30541,rdgC,Glucosamine,438.0,Schmidt,0.46,non-ribosomal
30542,rdgC,Glycerol,425.0,Schmidt,0.47,non-ribosomal
30543,rdgC,Pyruvate,450.0,Schmidt,0.4,non-ribosomal
30544,rdgC,Chemostat µ=0.5,344.0,Schmidt,0.5,non-ribosomal
30545,rdgC,Chemostat µ=0.35,263.0,Schmidt,0.35,non-ribosomal
30546,rdgC,Chemostat µ=0.20,229.0,Schmidt,0.2,non-ribosomal
30547,rdgC,Chemostat µ=0.12,216.0,Schmidt,0.12,non-ribosomal
30548,rdgC,stationary_1day,325.0,Schmidt,-0.01,non-ribosomal
30549,rdgC,stationary_3day,297.0,Schmidt,-0.01,non-ribosomal
30550,rdgC,Osmotic-stress glucose,510.0,Schmidt,0.55,non-ribosomal
30551,rdgC,42°C glucose,609.0,Schmidt,0.66,non-ribosomal
30552,rdgC,pH6 glucose,518.0,Schmidt,0.63,non-ribosomal
30553,rdgC,Xylose,501.0,Schmidt,0.55,non-ribosomal
30554,rdgC,Mannose,343.0,Schmidt,0.47,non-ribosomal
30555,rdgC,Galactose,375.0,Schmidt,0.26,non-ribosomal
30556,rdgC,Succinate,440.0,Schmidt,0.44,non-ribosomal
30557,rdgC,Fructose,433.0,Schmidt,0.65,non-ribosomal
30558,rdoA,Glucose,57.0,Schmidt,0.58,non-ribosomal
30559,rdoA,LB,108.0,Schmidt,1.9,non-ribosomal
30560,rdoA,Glycerol + AA,83.0,Schmidt,1.27,non-ribosomal
30561,rdoA,Acetate,25.0,Schmidt,0.3,non-ribosomal
30562,rdoA,Fumarate,29.0,Schmidt,0.42,non-ribosomal
30563,rdoA,Glucosamine,26.0,Schmidt,0.46,non-ribosomal
30564,rdoA,Glycerol,44.0,Schmidt,0.47,non-ribosomal
30565,rdoA,Pyruvate,50.0,Schmidt,0.4,non-ribosomal
30566,rdoA,Chemostat µ=0.5,19.0,Schmidt,0.5,non-ribosomal
30567,rdoA,Chemostat µ=0.35,11.0,Schmidt,0.35,non-ribosomal
30568,rdoA,Chemostat µ=0.20,9.0,Schmidt,0.2,non-ribosomal
30569,rdoA,Chemostat µ=0.12,6.0,Schmidt,0.12,non-ribosomal
30570,rdoA,stationary_1day,9.0,Schmidt,-0.01,non-ribosomal
30571,rdoA,stationary_3day,9.0,Schmidt,-0.01,non-ribosomal
30572,rdoA,Osmotic-stress glucose,10.0,Schmidt,0.55,non-ribosomal
30573,rdoA,42°C glucose,45.0,Schmidt,0.66,non-ribosomal
30574,rdoA,pH6 glucose,35.0,Schmidt,0.63,non-ribosomal
30575,rdoA,Xylose,31.0,Schmidt,0.55,non-ribosomal
30576,rdoA,Mannose,36.0,Schmidt,0.47,non-ribosomal
30577,rdoA,Galactose,28.0,Schmidt,0.26,non-ribosomal
30578,rdoA,Succinate,39.0,Schmidt,0.44,non-ribosomal
30579,rdoA,Fructose,60.0,Schmidt,0.65,non-ribosomal
30580,recA,Glucose,1514.0,Schmidt,0.58,non-ribosomal
30581,recA,LB,3139.0,Schmidt,1.9,non-ribosomal
30582,recA,Glycerol + AA,3467.0,Schmidt,1.27,non-ribosomal
30583,recA,Acetate,1138.0,Schmidt,0.3,non-ribosomal
30584,recA,Fumarate,1741.0,Schmidt,0.42,non-ribosomal
30585,recA,Glucosamine,1932.0,Schmidt,0.46,non-ribosomal
30586,recA,Glycerol,1919.0,Schmidt,0.47,non-ribosomal
30587,recA,Pyruvate,1743.0,Schmidt,0.4,non-ribosomal
30588,recA,Chemostat µ=0.5,2329.0,Schmidt,0.5,non-ribosomal
30589,recA,Chemostat µ=0.35,2157.0,Schmidt,0.35,non-ribosomal
30590,recA,Chemostat µ=0.20,1779.0,Schmidt,0.2,non-ribosomal
30591,recA,Chemostat µ=0.12,1516.0,Schmidt,0.12,non-ribosomal
30592,recA,stationary_1day,583.0,Schmidt,-0.01,non-ribosomal
30593,recA,stationary_3day,626.0,Schmidt,-0.01,non-ribosomal
30594,recA,Osmotic-stress glucose,1340.0,Schmidt,0.55,non-ribosomal
30595,recA,42°C glucose,2183.0,Schmidt,0.66,non-ribosomal
30596,recA,pH6 glucose,1254.0,Schmidt,0.63,non-ribosomal
30597,recA,Xylose,1750.0,Schmidt,0.55,non-ribosomal
30598,recA,Mannose,1739.0,Schmidt,0.47,non-ribosomal
30599,recA,Galactose,1463.0,Schmidt,0.26,non-ribosomal
30600,recA,Succinate,1754.0,Schmidt,0.44,non-ribosomal
30601,recA,Fructose,1750.0,Schmidt,0.65,non-ribosomal
30602,recB,Glucose,40.0,Schmidt,0.58,non-ribosomal
30603,recB,LB,31.0,Schmidt,1.9,non-ribosomal
30604,recB,Glycerol + AA,,Schmidt,1.27,non-ribosomal
30605,recB,Acetate,39.0,Schmidt,0.3,non-ribosomal
30606,recB,Fumarate,31.0,Schmidt,0.42,non-ribosomal
30607,recB,Glucosamine,49.0,Schmidt,0.46,non-ribosomal
30608,recB,Glycerol,27.0,Schmidt,0.47,non-ribosomal
30609,recB,Pyruvate,18.0,Schmidt,0.4,non-ribosomal
30610,recB,Chemostat µ=0.5,34.0,Schmidt,0.5,non-ribosomal
30611,recB,Chemostat µ=0.35,22.0,Schmidt,0.35,non-ribosomal
30612,recB,Chemostat µ=0.20,20.0,Schmidt,0.2,non-ribosomal
30613,recB,Chemostat µ=0.12,29.0,Schmidt,0.12,non-ribosomal
30614,recB,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
30615,recB,stationary_3day,1.0,Schmidt,-0.01,non-ribosomal
30616,recB,Osmotic-stress glucose,41.0,Schmidt,0.55,non-ribosomal
30617,recB,42°C glucose,46.0,Schmidt,0.66,non-ribosomal
30618,recB,pH6 glucose,31.0,Schmidt,0.63,non-ribosomal
30619,recB,Xylose,,Schmidt,0.55,non-ribosomal
30620,recB,Mannose,,Schmidt,0.47,non-ribosomal
30621,recB,Galactose,25.0,Schmidt,0.26,non-ribosomal
30622,recB,Succinate,30.0,Schmidt,0.44,non-ribosomal
30623,recB,Fructose,,Schmidt,0.65,non-ribosomal
30624,recC,Glucose,1.0,Schmidt,0.58,non-ribosomal
30625,recC,LB,1.0,Schmidt,1.9,non-ribosomal
30626,recC,Glycerol + AA,1.0,Schmidt,1.27,non-ribosomal
30627,recC,Acetate,1.0,Schmidt,0.3,non-ribosomal
30628,recC,Fumarate,1.0,Schmidt,0.42,non-ribosomal
30629,recC,Glucosamine,1.0,Schmidt,0.46,non-ribosomal
30630,recC,Glycerol,1.0,Schmidt,0.47,non-ribosomal
30631,recC,Pyruvate,1.0,Schmidt,0.4,non-ribosomal
30632,recC,Chemostat µ=0.5,2.0,Schmidt,0.5,non-ribosomal
30633,recC,Chemostat µ=0.35,2.0,Schmidt,0.35,non-ribosomal
30634,recC,Chemostat µ=0.20,2.0,Schmidt,0.2,non-ribosomal
30635,recC,Chemostat µ=0.12,1.0,Schmidt,0.12,non-ribosomal
30636,recC,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
30637,recC,stationary_3day,0.0,Schmidt,-0.01,non-ribosomal
30638,recC,Osmotic-stress glucose,0.0,Schmidt,0.55,non-ribosomal
30639,recC,42°C glucose,1.0,Schmidt,0.66,non-ribosomal
30640,recC,pH6 glucose,1.0,Schmidt,0.63,non-ribosomal
30641,recC,Xylose,1.0,Schmidt,0.55,non-ribosomal
30642,recC,Mannose,1.0,Schmidt,0.47,non-ribosomal
30643,recC,Galactose,1.0,Schmidt,0.26,non-ribosomal
30644,recC,Succinate,1.0,Schmidt,0.44,non-ribosomal
30645,recC,Fructose,2.0,Schmidt,0.65,non-ribosomal
30646,recD,Glucose,0.0,Schmidt,0.58,non-ribosomal
30647,recD,LB,1.0,Schmidt,1.9,non-ribosomal
30648,recD,Glycerol + AA,,Schmidt,1.27,non-ribosomal
30649,recD,Acetate,0.0,Schmidt,0.3,non-ribosomal
30650,recD,Fumarate,0.0,Schmidt,0.42,non-ribosomal
30651,recD,Glucosamine,0.0,Schmidt,0.46,non-ribosomal
30652,recD,Glycerol,0.0,Schmidt,0.47,non-ribosomal
30653,recD,Pyruvate,0.0,Schmidt,0.4,non-ribosomal
30654,recD,Chemostat µ=0.5,0.0,Schmidt,0.5,non-ribosomal
30655,recD,Chemostat µ=0.35,0.0,Schmidt,0.35,non-ribosomal
30656,recD,Chemostat µ=0.20,0.0,Schmidt,0.2,non-ribosomal
30657,recD,Chemostat µ=0.12,0.0,Schmidt,0.12,non-ribosomal
30658,recD,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
30659,recD,stationary_3day,3.0,Schmidt,-0.01,non-ribosomal
30660,recD,Osmotic-stress glucose,0.0,Schmidt,0.55,non-ribosomal
30661,recD,42°C glucose,1.0,Schmidt,0.66,non-ribosomal
30662,recD,pH6 glucose,2.0,Schmidt,0.63,non-ribosomal
30663,recD,Xylose,,Schmidt,0.55,non-ribosomal
30664,recD,Mannose,,Schmidt,0.47,non-ribosomal
30665,recD,Galactose,0.0,Schmidt,0.26,non-ribosomal
30666,recD,Succinate,17.0,Schmidt,0.44,non-ribosomal
30667,recD,Fructose,,Schmidt,0.65,non-ribosomal
30668,recF,Glucose,34.0,Schmidt,0.58,non-ribosomal
30669,recF,LB,20.0,Schmidt,1.9,non-ribosomal
30670,recF,Glycerol + AA,,Schmidt,1.27,non-ribosomal
30671,recF,Acetate,6.0,Schmidt,0.3,non-ribosomal
30672,recF,Fumarate,12.0,Schmidt,0.42,non-ribosomal
30673,recF,Glucosamine,10.0,Schmidt,0.46,non-ribosomal
30674,recF,Glycerol,7.0,Schmidt,0.47,non-ribosomal
30675,recF,Pyruvate,6.0,Schmidt,0.4,non-ribosomal
30676,recF,Chemostat µ=0.5,7.0,Schmidt,0.5,non-ribosomal
30677,recF,Chemostat µ=0.35,16.0,Schmidt,0.35,non-ribosomal
30678,recF,Chemostat µ=0.20,1.0,Schmidt,0.2,non-ribosomal
30679,recF,Chemostat µ=0.12,5.0,Schmidt,0.12,non-ribosomal
30680,recF,stationary_1day,6.0,Schmidt,-0.01,non-ribosomal
30681,recF,stationary_3day,3.0,Schmidt,-0.01,non-ribosomal
30682,recF,Osmotic-stress glucose,4.0,Schmidt,0.55,non-ribosomal
30683,recF,42°C glucose,14.0,Schmidt,0.66,non-ribosomal
30684,recF,pH6 glucose,1.0,Schmidt,0.63,non-ribosomal
30685,recF,Xylose,,Schmidt,0.55,non-ribosomal
30686,recF,Mannose,,Schmidt,0.47,non-ribosomal
30687,recF,Galactose,3.0,Schmidt,0.26,non-ribosomal
30688,recF,Succinate,7.0,Schmidt,0.44,non-ribosomal
30689,recF,Fructose,,Schmidt,0.65,non-ribosomal
30690,recG,Glucose,3.0,Schmidt,0.58,non-ribosomal
30691,recG,LB,7.0,Schmidt,1.9,non-ribosomal
30692,recG,Glycerol + AA,3.0,Schmidt,1.27,non-ribosomal
30693,recG,Acetate,2.0,Schmidt,0.3,non-ribosomal
30694,recG,Fumarate,2.0,Schmidt,0.42,non-ribosomal
30695,recG,Glucosamine,2.0,Schmidt,0.46,non-ribosomal
30696,recG,Glycerol,2.0,Schmidt,0.47,non-ribosomal
30697,recG,Pyruvate,3.0,Schmidt,0.4,non-ribosomal
30698,recG,Chemostat µ=0.5,7.0,Schmidt,0.5,non-ribosomal
30699,recG,Chemostat µ=0.35,6.0,Schmidt,0.35,non-ribosomal
30700,recG,Chemostat µ=0.20,6.0,Schmidt,0.2,non-ribosomal
30701,recG,Chemostat µ=0.12,4.0,Schmidt,0.12,non-ribosomal
30702,recG,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
30703,recG,stationary_3day,1.0,Schmidt,-0.01,non-ribosomal
30704,recG,Osmotic-stress glucose,0.0,Schmidt,0.55,non-ribosomal
30705,recG,42°C glucose,0.0,Schmidt,0.66,non-ribosomal
30706,recG,pH6 glucose,0.0,Schmidt,0.63,non-ribosomal
30707,recG,Xylose,0.0,Schmidt,0.55,non-ribosomal
30708,recG,Mannose,0.0,Schmidt,0.47,non-ribosomal
30709,recG,Galactose,0.0,Schmidt,0.26,non-ribosomal
30710,recG,Succinate,0.0,Schmidt,0.44,non-ribosomal
30711,recG,Fructose,0.0,Schmidt,0.65,non-ribosomal
30712,recJ,Glucose,5.0,Schmidt,0.58,non-ribosomal
30713,recJ,LB,31.0,Schmidt,1.9,non-ribosomal
30714,recJ,Glycerol + AA,,Schmidt,1.27,non-ribosomal
30715,recJ,Acetate,1.0,Schmidt,0.3,non-ribosomal
30716,recJ,Fumarate,13.0,Schmidt,0.42,non-ribosomal
30717,recJ,Glucosamine,4.0,Schmidt,0.46,non-ribosomal
30718,recJ,Glycerol,5.0,Schmidt,0.47,non-ribosomal
30719,recJ,Pyruvate,3.0,Schmidt,0.4,non-ribosomal
30720,recJ,Chemostat µ=0.5,2.0,Schmidt,0.5,non-ribosomal
30721,recJ,Chemostat µ=0.35,4.0,Schmidt,0.35,non-ribosomal
30722,recJ,Chemostat µ=0.20,5.0,Schmidt,0.2,non-ribosomal
30723,recJ,Chemostat µ=0.12,1.0,Schmidt,0.12,non-ribosomal
30724,recJ,stationary_1day,5.0,Schmidt,-0.01,non-ribosomal
30725,recJ,stationary_3day,3.0,Schmidt,-0.01,non-ribosomal
30726,recJ,Osmotic-stress glucose,24.0,Schmidt,0.55,non-ribosomal
30727,recJ,42°C glucose,14.0,Schmidt,0.66,non-ribosomal
30728,recJ,pH6 glucose,13.0,Schmidt,0.63,non-ribosomal
30729,recJ,Xylose,,Schmidt,0.55,non-ribosomal
30730,recJ,Mannose,,Schmidt,0.47,non-ribosomal
30731,recJ,Galactose,1.0,Schmidt,0.26,non-ribosomal
30732,recJ,Succinate,4.0,Schmidt,0.44,non-ribosomal
30733,recJ,Fructose,,Schmidt,0.65,non-ribosomal
30734,recN,Glucose,0.0,Schmidt,0.58,non-ribosomal
30735,recN,LB,10.0,Schmidt,1.9,non-ribosomal
30736,recN,Glycerol + AA,,Schmidt,1.27,non-ribosomal
30737,recN,Acetate,0.0,Schmidt,0.3,non-ribosomal
30738,recN,Fumarate,0.0,Schmidt,0.42,non-ribosomal
30739,recN,Glucosamine,0.0,Schmidt,0.46,non-ribosomal
30740,recN,Glycerol,0.0,Schmidt,0.47,non-ribosomal
30741,recN,Pyruvate,0.0,Schmidt,0.4,non-ribosomal
30742,recN,Chemostat µ=0.5,0.0,Schmidt,0.5,non-ribosomal
30743,recN,Chemostat µ=0.35,0.0,Schmidt,0.35,non-ribosomal
30744,recN,Chemostat µ=0.20,0.0,Schmidt,0.2,non-ribosomal
30745,recN,Chemostat µ=0.12,0.0,Schmidt,0.12,non-ribosomal
30746,recN,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
30747,recN,stationary_3day,0.0,Schmidt,-0.01,non-ribosomal
30748,recN,Osmotic-stress glucose,0.0,Schmidt,0.55,non-ribosomal
30749,recN,42°C glucose,1.0,Schmidt,0.66,non-ribosomal
30750,recN,pH6 glucose,0.0,Schmidt,0.63,non-ribosomal
30751,recN,Xylose,,Schmidt,0.55,non-ribosomal
30752,recN,Mannose,,Schmidt,0.47,non-ribosomal
30753,recN,Galactose,0.0,Schmidt,0.26,non-ribosomal
30754,recN,Succinate,0.0,Schmidt,0.44,non-ribosomal
30755,recN,Fructose,,Schmidt,0.65,non-ribosomal
30756,recR,Glucose,76.0,Schmidt,0.58,non-ribosomal
30757,recR,LB,257.0,Schmidt,1.9,non-ribosomal
30758,recR,Glycerol + AA,186.0,Schmidt,1.27,non-ribosomal
30759,recR,Acetate,45.0,Schmidt,0.3,non-ribosomal
30760,recR,Fumarate,42.0,Schmidt,0.42,non-ribosomal
30761,recR,Glucosamine,69.0,Schmidt,0.46,non-ribosomal
30762,recR,Glycerol,58.0,Schmidt,0.47,non-ribosomal
30763,recR,Pyruvate,51.0,Schmidt,0.4,non-ribosomal
30764,recR,Chemostat µ=0.5,60.0,Schmidt,0.5,non-ribosomal
30765,recR,Chemostat µ=0.35,29.0,Schmidt,0.35,non-ribosomal
30766,recR,Chemostat µ=0.20,24.0,Schmidt,0.2,non-ribosomal
30767,recR,Chemostat µ=0.12,13.0,Schmidt,0.12,non-ribosomal
30768,recR,stationary_1day,23.0,Schmidt,-0.01,non-ribosomal
30769,recR,stationary_3day,30.0,Schmidt,-0.01,non-ribosomal
30770,recR,Osmotic-stress glucose,73.0,Schmidt,0.55,non-ribosomal
30771,recR,42°C glucose,49.0,Schmidt,0.66,non-ribosomal
30772,recR,pH6 glucose,66.0,Schmidt,0.63,non-ribosomal
30773,recR,Xylose,43.0,Schmidt,0.55,non-ribosomal
30774,recR,Mannose,53.0,Schmidt,0.47,non-ribosomal
30775,recR,Galactose,38.0,Schmidt,0.26,non-ribosomal
30776,recR,Succinate,64.0,Schmidt,0.44,non-ribosomal
30777,recR,Fructose,65.0,Schmidt,0.65,non-ribosomal
30778,relA,Glucose,64.0,Schmidt,0.58,non-ribosomal
30779,relA,LB,98.0,Schmidt,1.9,non-ribosomal
30780,relA,Glycerol + AA,75.0,Schmidt,1.27,non-ribosomal
30781,relA,Acetate,52.0,Schmidt,0.3,non-ribosomal
