cog_class,cog_class_letter,cog_desc,desc,gene,process,uniprot
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Sensor protein CpxA ,cpxA,Cell adhesion,P0AE82
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Sensor protein CpxA ,cpxA,Two-component regulatory system,P0AE82
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Periplasmic protein CpxP ,cpxP,Stress response,P0AE85
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CpxR ,cpxR,Cell adhesion,P0AE88
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CpxR ,cpxR,Stress response,P0AE88
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CpxR ,cpxR,Transcription,P0AE88
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CpxR ,cpxR,Transcription regulation,P0AE88
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein CpxR ,cpxR,Two-component regulatory system,P0AE88
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Siroheme synthase ,cysG,Cobalamin biosynthesis,P0AEA8
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Siroheme synthase ,cysG,Porphyrin biosynthesis,P0AEA8
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Sulfate transport system permease protein CysW ,cysW,Sulfate transport,P0AEB0
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Sulfate transport system permease protein CysW ,cysW,Transport,P0AEB0
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine carboxypeptidase dacA ,dacA,Cell shape,P0AEB2
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine carboxypeptidase dacA ,dacA,Peptidoglycan synthesis,P0AEB2
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine carboxypeptidase dacA ,dacA,Cell wall biogenesis/degradation,P0AEB2
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,MscS family inner membrane protein ynaI ,ynaI,Ion transport,P0AEB5
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,MscS family inner membrane protein ynaI ,ynaI,Transport,P0AEB5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Aerobic respiration control sensor protein ArcB ,arcB,Transcription,P0AEC3
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Aerobic respiration control sensor protein ArcB ,arcB,Transcription regulation,P0AEC3
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Aerobic respiration control sensor protein ArcB ,arcB,Two-component regulatory system,P0AEC3
Not Assigned,Not Assigned,Not Assigned,Signal transduction histidine-protein kinase BarA ,barA,Transcription,P0AEC5
Not Assigned,Not Assigned,Not Assigned,Signal transduction histidine-protein kinase BarA ,barA,Transcription regulation,P0AEC5
Not Assigned,Not Assigned,Not Assigned,Signal transduction histidine-protein kinase BarA ,barA,Two-component regulatory system,P0AEC5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Response regulator uvrY ,uvrY,Transcription,P0AED5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Response regulator uvrY ,uvrY,Transcription regulation,P0AED5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Response regulator uvrY ,uvrY,Two-component regulatory system,P0AED5
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Succinyl-diaminopimelate desuccinylase ,dapE,Amino-acid biosynthesis,P0AED7
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Succinyl-diaminopimelate desuccinylase ,dapE,Diaminopimelate biosynthesis,P0AED7
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Succinyl-diaminopimelate desuccinylase ,dapE,Lysine biosynthesis,P0AED7
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",DNA-cytosine methyltransferase ,dcm,Restriction system,P0AED9
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,D-galactose-binding periplasmic protein ,mglB,Chemotaxis,P0AEE5
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,D-galactose-binding periplasmic protein ,mglB,Sugar transport,P0AEE5
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,D-galactose-binding periplasmic protein ,mglB,Transport,P0AEE5
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide transport system permease protein dppB ,dppB,Peptide transport,P0AEF8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide transport system permease protein dppB ,dppB,Protein transport,P0AEF8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide transport system permease protein dppB ,dppB,Transport,P0AEF8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide transport system permease protein dppC ,dppC,Peptide transport,P0AEG1
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide transport system permease protein dppC ,dppC,Protein transport,P0AEG1
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide transport system permease protein dppC ,dppC,Transport,P0AEG1
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",(Dimethylallyl)adenosine tRNA methylthiotransferase miaB ,miaB,tRNA processing,P0AEI1
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Isochorismate synthase entC ,entC,Enterobactin biosynthesis,P0AEJ2
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] reductase ,fabG,Fatty acid biosynthesis,P0AEK2
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] reductase ,fabG,Fatty acid metabolism,P0AEK2
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] reductase ,fabG,Lipid metabolism,P0AEK2
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] reductase ,fabG,Lipid biosynthesis,P0AEK2
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Enoyl-[acyl-carrier-protein] reductase [NADH] ,fabI,Antibiotic resistance,P0AEK4
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Enoyl-[acyl-carrier-protein] reductase [NADH] ,fabI,Fatty acid biosynthesis,P0AEK4
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Enoyl-[acyl-carrier-protein] reductase [NADH] ,fabI,Fatty acid metabolism,P0AEK4
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Enoyl-[acyl-carrier-protein] reductase [NADH] ,fabI,Lipid metabolism,P0AEK4
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Enoyl-[acyl-carrier-protein] reductase [NADH] ,fabI,Lipid biosynthesis,P0AEK4
Metabolism,Energy production and conversion,Energy production and conversion,"Formate dehydrogenase, cytochrome b556(fdo) subunit ",fdoI,Electron transport,P0AEL0
Metabolism,Energy production and conversion,Energy production and conversion,"Formate dehydrogenase, cytochrome b556(fdo) subunit ",fdoI,Transport,P0AEL0
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferrous iron transport protein A ,feoA,Ion transport,P0AEL3
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferrous iron transport protein A ,feoA,Iron transport,P0AEL3
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferrous iron transport protein A ,feoA,Transport,P0AEL3
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferrienterobactin-binding periplasmic protein ,fepB,Ion transport,P0AEL6
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferrienterobactin-binding periplasmic protein ,fepB,Iron transport,P0AEL6
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferrienterobactin-binding periplasmic protein ,fepB,Transport,P0AEL6
Information Storage and Processing,Transcription,Transcription,Negative regulator of flagellin synthesis ,flgM,Transcription,P0AEM4
Information Storage and Processing,Transcription,Transcription,Negative regulator of flagellin synthesis ,flgM,Transcription regulation,P0AEM4
Information Storage and Processing,Transcription,Transcription,Negative regulator of flagellin synthesis ,flgM,Bacterial flagellum biogenesis,P0AEM4
Information Storage and Processing,Transcription,Transcription,RNA polymerase sigma factor for flagellar operon ,fliA,Transcription,P0AEM6
Information Storage and Processing,Transcription,Transcription,RNA polymerase sigma factor for flagellar operon ,fliA,Transcription regulation,P0AEM6
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Cystine-binding periplasmic protein ,fliY,Amino-acid transport,P0AEM9
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Cystine-binding periplasmic protein ,fliY,Transport,P0AEM9
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,NAD(P)H-flavin reductase ,fre,Ion transport,P0AEN1
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,NAD(P)H-flavin reductase ,fre,Iron transport,P0AEN1
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,NAD(P)H-flavin reductase ,fre,Transport,P0AEN1
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Cell division protein ftsL ,ftsL,Cell cycle,P0AEN4
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Cell division protein ftsL ,ftsL,Cell division,P0AEN4
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,L-fucose mutarotase ,fucU,Carbohydrate metabolism,P0AEN8
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,L-fucose mutarotase ,fucU,Fucose metabolism,P0AEN8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glutamine-binding periplasmic protein ,glnH,Amino-acid transport,P0AEQ3
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glutamine-binding periplasmic protein ,glnH,Transport,P0AEQ3
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glutamine transport system permease protein glnP ,glnP,Amino-acid transport,P0AEQ6
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glutamine transport system permease protein glnP ,glnP,Transport,P0AEQ6
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Glycerol uptake facilitator protein ,glpF,Transport,P0AER0
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",DNA gyrase subunit A ,gyrA,Antibiotic resistance,P0AES4
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",DNA gyrase subunit B ,gyrB,Antibiotic resistance,P0AES6
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,7-alpha-hydroxysteroid dehydrogenase ,hdhA,Bile acid catabolism,P0AET8
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,7-alpha-hydroxysteroid dehydrogenase ,hdhA,Lipid degradation,P0AET8
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,7-alpha-hydroxysteroid dehydrogenase ,hdhA,Lipid metabolism,P0AET8
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,7-alpha-hydroxysteroid dehydrogenase ,hdhA,Steroid metabolism,P0AET8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Histidine-binding periplasmic protein ,hisJ,Amino-acid transport,P0AEU0
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Histidine-binding periplasmic protein ,hisJ,Transport,P0AEU0
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Protein hnr ,rssB,Stress response,P0AEV1
Not Assigned,Not Assigned,Not Assigned,Formate hydrogenlyase regulatory protein hycA ,hycA,Transcription,P0AEV4
Not Assigned,Not Assigned,Not Assigned,Formate hydrogenlyase regulatory protein hycA ,hycA,Transcription regulation,P0AEV4
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Alpha-ketoglutarate permease ,kgtP,Symport,P0AEX3
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Alpha-ketoglutarate permease ,kgtP,Transport,P0AEX3
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Maltose-binding periplasmic protein ,malE,Sugar transport,P0AEX9
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Maltose-binding periplasmic protein ,malE,Transport,P0AEX9
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"5,10-methylenetetrahydrofolate reductase ",metF,Amino-acid biosynthesis,P0AEZ1
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"5,10-methylenetetrahydrofolate reductase ",metF,Methionine biosynthesis,P0AEZ1
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Septum site-determining protein minD ,minD,Cell cycle,P0AEZ3
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Septum site-determining protein minD ,minD,Cell division,P0AEZ3
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Septum site-determining protein minD ,minD,Septation,P0AEZ3
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Molybdenum cofactor biosynthesis protein B ,moaB,Molybdenum cofactor biosynthesis,P0AEZ9
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Molybdopterin adenylyltransferase ,mog,Molybdenum cofactor biosynthesis,P0AF03
Not Assigned,Not Assigned,Not Assigned,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase ,mtnN,Amino-acid biosynthesis,P0AF12
Not Assigned,Not Assigned,Not Assigned,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase ,mtnN,Methionine biosynthesis,P0AF12
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,N-acetylglucosamine-6-phosphate deacetylase ,nagA,Carbohydrate metabolism,P0AF18
Information Storage and Processing,Transcription,Transcription,N-acetylglucosamine repressor ,nagC,Carbohydrate metabolism,P0AF20
Information Storage and Processing,Transcription,Transcription,N-acetylglucosamine repressor ,nagC,Transcription,P0AF20
Information Storage and Processing,Transcription,Transcription,N-acetylglucosamine repressor ,nagC,Transcription regulation,P0AF20
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Protein nagD ,nagD,Carbohydrate metabolism,P0AF24
Metabolism,Energy production and conversion,Energy production and conversion,Nitrate reductase molybdenum cofactor assembly chaperone NarJ ,narJ,Nitrate assimilation,P0AF26
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrate/nitrite response regulator protein narL ,narL,Nitrate assimilation,P0AF28
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrate/nitrite response regulator protein narL ,narL,Transcription,P0AF28
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrate/nitrite response regulator protein narL ,narL,Transcription regulation,P0AF28
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrate/nitrite response regulator protein narL ,narL,Two-component regulatory system,P0AF28
Poorly Characterized,Function unknown,Function unknown,Cell division protein ZapB ,zapB,Cell cycle,P0AF36
Poorly Characterized,Function unknown,Function unknown,Cell division protein ZapB ,zapB,Cell division,P0AF36
Poorly Characterized,Function unknown,Function unknown,Cell division protein ZapB ,zapB,Septation,P0AF36
Poorly Characterized,General function prediction only,General function prediction only,Putative permease yjcD ,ghxP,Transport,P0AF52
Poorly Characterized,General function prediction only,General function prediction only,UPF0079 ATP-binding protein yjeE ,tsaE,tRNA processing,P0AF67
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",RutC family protein yjgF ,ridA,Amino-acid biosynthesis,P0AF93
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",RutC family protein yjgF ,ridA,Branched-chain amino acid biosynthesis,P0AF93
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",RutC family protein yjgF ,ridA,Detoxification,P0AF93
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",RutC family protein yjgF ,ridA,Isoleucine biosynthesis,P0AF93
Poorly Characterized,General function prediction only,General function prediction only,Lipopolysaccharide export system permease protein lptF ,lptF,Transport,P0AF98
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Na(+)/H(+) antiporter nhaB ,nhaB,Antiport,P0AFA7
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Na(+)/H(+) antiporter nhaB ,nhaB,Ion transport,P0AFA7
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Na(+)/H(+) antiporter nhaB ,nhaB,Sodium transport,P0AFA7
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Na(+)/H(+) antiporter nhaB ,nhaB,Transport,P0AFA7
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Nickel transport system permease protein nikC ,nikC,Ion transport,P0AFA9
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Nickel transport system permease protein nikC ,nikC,Transport,P0AFA9
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Nickel transport system permease protein nikC ,nikC,Nickel transport,P0AFA9
Poorly Characterized,General function prediction only,General function prediction only,Lipoprotein nlpI ,nlpI,Cell cycle,P0AFB1
Poorly Characterized,General function prediction only,General function prediction only,Lipoprotein nlpI ,nlpI,Cell division,P0AFB1
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrogen regulation protein NR(II) ,glnL,Nitrogen fixation,P0AFB5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrogen regulation protein NR(II) ,glnL,Two-component regulatory system,P0AFB5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrogen regulation protein NR(I) ,glnG,Nitrogen fixation,P0AFB8
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrogen regulation protein NR(I) ,glnG,Transcription,P0AFB8
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrogen regulation protein NR(I) ,glnG,Transcription regulation,P0AFB8
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Nitrogen regulation protein NR(I) ,glnG,Two-component regulatory system,P0AFB8
Metabolism,Energy production and conversion,Energy production and conversion,NADH-quinone oxidoreductase subunit A ,nuoA,Transport,P0AFC3
Metabolism,Energy production and conversion,Energy production and conversion,NADH-quinone oxidoreductase subunit B ,nuoB,Transport,P0AFC7
Metabolism,Energy production and conversion,Energy production and conversion,NADH-quinone oxidoreductase subunit K ,nuoK,Transport,P0AFE4
Metabolism,Energy production and conversion,Energy production and conversion,NADH-quinone oxidoreductase subunit N ,nuoN,Transport,P0AFF0
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Nucleoside permease nupC ,nupC,Transport,P0AFF2
Information Storage and Processing,Transcription,Transcription,Transcription elongation protein nusA ,nusA,Stress response,P0AFF6
Information Storage and Processing,Transcription,Transcription,Transcription elongation protein nusA ,nusA,Transcription,P0AFF6
Information Storage and Processing,Transcription,Transcription,Transcription elongation protein nusA ,nusA,Transcription regulation,P0AFF6
Information Storage and Processing,Transcription,Transcription,Transcription elongation protein nusA ,nusA,Transcription termination,P0AFF6
Information Storage and Processing,Transcription,Transcription,Transcription elongation protein nusA ,nusA,Transcription antitermination,P0AFF6
Information Storage and Processing,Transcription,Transcription,Transcription antitermination protein nusG ,nusG,Transcription,P0AFG0
Information Storage and Processing,Transcription,Transcription,Transcription antitermination protein nusG ,nusG,Transcription regulation,P0AFG0
Information Storage and Processing,Transcription,Transcription,Transcription antitermination protein nusG ,nusG,Transcription termination,P0AFG0
Information Storage and Processing,Transcription,Transcription,Transcription antitermination protein nusG ,nusG,Transcription antitermination,P0AFG0
Metabolism,Energy production and conversion,Energy production and conversion,2-oxoglutarate dehydrogenase E1 component ,sucA,Tricarboxylic acid cycle,P0AFG3
Metabolism,Energy production and conversion,Energy production and conversion,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex ,sucB,Tricarboxylic acid cycle,P0AFG6
Metabolism,Energy production and conversion,Energy production and conversion,Pyruvate dehydrogenase E1 component ,aceE,Glycolysis,P0AFG8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport system permease protein oppB ,oppB,Peptide transport,P0AFH2
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport system permease protein oppB ,oppB,Protein transport,P0AFH2
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport system permease protein oppB ,oppB,Transport,P0AFH2
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport system permease protein oppC ,oppC,Peptide transport,P0AFH6
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport system permease protein oppC ,oppC,Protein transport,P0AFH6
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport system permease protein oppC ,oppC,Transport,P0AFH6
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine endopeptidase ,pbpG,Cell shape,P0AFI5
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine endopeptidase ,pbpG,Peptidoglycan synthesis,P0AFI5
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,D-alanyl-D-alanine endopeptidase ,pbpG,Cell wall biogenesis/degradation,P0AFI5
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Pyridoxine/pyridoxamine 5'-phosphate oxidase ,pdxH,Pyridoxine biosynthesis,P0AFI7
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Phosphate regulon transcriptional regulatory protein phoB ,phoB,Phosphate transport,P0AFJ5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Phosphate regulon transcriptional regulatory protein phoB ,phoB,Transcription,P0AFJ5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Phosphate regulon transcriptional regulatory protein phoB ,phoB,Transcription regulation,P0AFJ5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Phosphate regulon transcriptional regulatory protein phoB ,phoB,Transport,P0AFJ5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Phosphate regulon transcriptional regulatory protein phoB ,phoB,Two-component regulatory system,P0AFJ5
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Low-affinity inorganic phosphate transporter 1 ,pitA,Phosphate transport,P0AFJ7
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Low-affinity inorganic phosphate transporter 1 ,pitA,Transport,P0AFJ7
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Nicotinamide riboside transporter pnuC ,pnuC,Transport,P0AFK2
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Spermidine/putrescine transport system permease protein potC ,potC,Transport,P0AFK6
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Spermidine/putrescine-binding periplasmic protein ,potD,Transport,P0AFK9
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glycine betaine-binding periplasmic protein ,proX,Amino-acid transport,P0AFM2
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glycine betaine-binding periplasmic protein ,proX,Transport,P0AFM2
Information Storage and Processing,Transcription,Transcription,Phage shock protein A ,pspA,Stress response,P0AFM6
Not Assigned,Not Assigned,Not Assigned,Phage shock protein B ,pspB,Stress response,P0AFM9
Poorly Characterized,Function unknown,Function unknown,UPF0135 protein ybgI ,ybgI,DNA damage,P0AFP6
Poorly Characterized,Function unknown,Function unknown,UPF0135 protein ybgI ,ybgI,DNA repair,P0AFP6
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Dihydrofolate reductase folM ,folM,One-carbon metabolism,P0AFS3
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Inner membrane amino-acid ABC transporter permease protein yecS ,yecS,Amino-acid transport,P0AFT2
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Inner membrane amino-acid ABC transporter permease protein yecS ,yecS,Transport,P0AFT2
Information Storage and Processing,Transcription,Transcription,Uncharacterized response regulatory protein yehT ,yehT,Transcription,P0AFT5
Information Storage and Processing,Transcription,Transcription,Uncharacterized response regulatory protein yehT ,yehT,Transcription regulation,P0AFT5
Information Storage and Processing,Transcription,Transcription,Uncharacterized response regulatory protein yehT ,yehT,Two-component regulatory system,P0AFT5
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Riboflavin synthase alpha chain ,ribC,Riboflavin biosynthesis,P0AFU8
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Lipoprotein spr ,mepS,Cell wall biogenesis/degradation,P0AFV4
Information Storage and Processing,Transcription,Transcription,Transcriptional activator rfaH ,rfaH,Transcription,P0AFW0
Information Storage and Processing,Transcription,Transcription,Transcriptional activator rfaH ,rfaH,Transcription regulation,P0AFW0
Information Storage and Processing,Transcription,Transcription,Transcriptional activator rfaH ,rfaH,Transcription antitermination,P0AFW0
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Ribosome modulation factor ,rmf,Stress response,P0AFW2
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Ribosome modulation factor ,rmf,Translation regulation,P0AFW2
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Probable sigma(54) modulation protein ,hpf,Translation regulation,P0AFX0
Information Storage and Processing,Transcription,Transcription,Regulator of sigma D ,rsd,Transcription,P0AFX4
Information Storage and Processing,Transcription,Transcription,Regulator of sigma D ,rsd,Transcription regulation,P0AFX4
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Sigma-E factor negative regulatory protein ,rseA,Transcription,P0AFX7
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Sigma-E factor negative regulatory protein ,rseA,Transcription regulation,P0AFX7
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Sigma-E factor regulatory protein rseB ,rseB,Transcription,P0AFX9
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Sigma-E factor regulatory protein rseB ,rseB,Transcription regulation,P0AFX9
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Protein sbmA ,sbmA,Peptide transport,P0AFY6
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Protein sbmA ,sbmA,Protein transport,P0AFY6
